# x_m,y_m,w_tr_right_m,w_tr_left_m
76.90734941,-628.89321,6,6
73.41122819,-636.63554,6,6
70.33759889,-644.64185,6,6
67.98445604,-653.09855,6,6
65.63130242,-661.5551,6,6
63.27813698,-670.01179,6,6
61.51738625,-678.6474,6,6
60.81854315,-687.60353,6,6
60.11986573,-696.55966,6,6
59.42081703,-705.51579,6,6
58.72186573,-714.47207,6,6
59.12938881,-723.40716,6,6
59.99702633,-732.3338,6,6
60.86465117,-741.26028,6,6
61.90606652,-750.14477,6,6
63.47766366,-758.90096,6,6
65.21772103,-767.59431,6,6
67.33865127,-776.14573,6,6
69.47121168,-784.69195,6,6
71.67594378,-793.20632,6,6
73.88066433,-801.7207,6,6
76.08547305,-810.23508,6,6
78.29007077,-818.74946,6,6
80.58184846,-827.22355,6,6
82.87670803,-835.69627,6,6
85.17155675,-844.16884,6,6
87.46639354,-852.64157,6,6
89.67520219,-861.15413,6,6
91.87986762,-869.66854,6,6
94.08452151,-878.18295,6,6
96.28916384,-886.69737,6,6
98.56422911,-895.17916,6,6
100.8590341,-903.65191,6,6
103.1538278,-912.12467,6,6
105.4488657,-920.59743,6,6
107.7080688,-929.08674,6,6
109.9569365,-937.58096,6,6
112.2057928,-946.07519,6,6
114.4548657,-954.56941,6,6
116.7034709,-963.06365,6,6
118.9522927,-971.55788,6,6
121.2011031,-980.05213,6,6
123.4506788,-988.54637,6,6
125.6728215,-997.05242,6,6
127.8773767,-1005.56689,6,6
130.0818657,-1014.08152,6,6
132.2868657,-1022.59601,6,6
134.1778752,-1031.22578,6,6
136.3838657,-1039.61618,6,6
139.9524197,-1047.28248,6,6
143.5216037,-1054.94879,6,6
146.6078183,-1062.91009,6,6
149.8429385,-1070.72111,6,6
153.7878657,-1078.05983,6,6
157.7334173,-1085.39855,6,6
162.8056262,-1091.36517,6,6
168.0442552,-1097.12941,6,6
173.2828822,-1102.8935,6,6
179.0340501,-1107.72433,6,6
184.8319857,-1112.46997,6,6
190.6298661,-1117.21562,6,6
196.8046742,-1121.04697,6,6
202.9884737,-1124.85661,6,6
209.1722751,-1128.66624,6,6
215.7154562,-1131.06081,6,6
222.4004945,-1132.89698,6,6
229.0967756,-1134.65647,6,6
235.8464882,-1136.02163,6,6
242.6010306,-1137.35053,6,6
249.3550145,-1138.67959,6,6
