x_m,y_m,w_tr_right_m,w_tr_left_m
980.1411704,-1944.511224,4,4
975.9160998,-1935.103533,4,4
971.364027,-1929.01354,4,4
966.9804118,-1924.808567,4,4
962.0267263,-1921.388871,4,4
956.4850168,-1918.631563,4,4
948.6652402,-1916.111455,4,4
819.8216912,-1891.573034,4,4
810.2046562,-1888.902669,4,4
804.2030388,-1886.043413,4,4
797.0592209,-1881.750506,4,4
791.079763,-1876.299409,4,4
788.3718333,-1873.042057,4,4
784.8032111,-1868.214233,4,4
781.6930392,-1863.031971,4,4
779.1059828,-1857.730721,4,4
777.422847,-1852.187547,4,4
776.6365619,-1847.425877,4,4
776.1805543,-1840.258962,4,4
775.9329315,-1823.796201,4,4
774.4330664,-1807.298654,4,4
772.6811373,-1798.59368,4,4
771.154299,-1794.089595,4,4
765.3376988,-1781.75577,4,4
759.8028442,-1774.403248,4,4
754.7806782,-1769.101087,4,4
749.0723947,-1763.891122,4,4
741.7295209,-1758.313067,4,4
614.2795146,-1664.624337,4,4
554.192322,-1621.573912,4,4
502.495269,-1583.329229,4,4
488.5353265,-1572.225956,4,4
475.1307149,-1560.103348,4,4
461.8814679,-1547.005906,4,4
448.6607813,-1532.117873,4,4
434.2493171,-1513.714082,4,4
358.0049032,-1414.35677,4,4
289.230893,-1324.49701,4,4
269.4038423,-1298.887599,4,4
263.4542963,-1289.342158,4,4
260.4650607,-1283.428573,4,4
257.2528989,-1276.062336,4,4
254.3932537,-1265.501516,4,4
252.6397345,-1255.105053,4,4
252.2916791,-1241.031553,4,4
247.8667453,-1173.749091,4,4
248.656994,-1159.707329,4,4
249.9287437,-1152.143444,4,4
252.696143,-1142.518369,4,4
255.2481222,-1135.001307,4,4
260.148291,-1123.955883,4,4
298.5983263,-1040.300141,4,4
306.9306079,-1019.269817,4,4
310.9275075,-1006.396695,4,4
313.7359943,-994.5252036,4,4
316.9422841,-975.7886716,4,4
328.4203138,-912.1316772,4,4
333.4617102,-890.898334,4,4
335.9310036,-875.1008801,4,4
337.5259748,-857.9772668,4,4
338.6783261,-847.2835142,4,4
339.7530556,-836.3094376,4,4
341.076464,-818.9668527,4,4
340.9548955,-800.8496522,4,4
339.5604375,-779.8708644,4,4
336.5088087,-723.5862559,4,4
333.7678493,-695.4935272,4,4
332.8591684,-672.4142502,4,4
330.5203828,-654.925081,4,4
327.0937506,-628.4488146,4,4
322.6076773,-605.5034675,4,4
316.7046215,-581.0387986,4,4
311.0833738,-556.6821135,4,4
305.8974771,-540.2039417,4,4
298.5415359,-517.0450354,4,4
277.4877844,-463.5518148,4,4
267.4958476,-440.7310235,4,4
255.527544,-412.4587671,4,4
230.8713755,-355.9497112,4,4
221.8303355,-331.9759328,4,4
202.4722903,-279.2528496,4,4
190.499859,-246.8189986,4,4
182.0949739,-223.7863766,4,4
166.397368,-179.4544652,4,4
160.7229452,-164.9541023,4,4
155.3752181,-152.7771519,4,4
148.5374849,-137.8771304,4,4
139.0271346,-120.7995948,4,4
125.4835976,-100.5607973,4,4
116.1287544,-88.37206883,4,4
105.7460237,-76.03223105,4,4
89.71134936,-59.36212588,4,4
61.66115658,-35.30221534,4,4
53.91694154,-30.19027281,4,4
41.73476941,-22.13935692,4,4
29.65550428,-14.99252979,4,4
16.49356477,-8.12696659,4,4
0,0,4,4
-86.07088058,41.58198648,4,4
-97.30148638,47.24782282,4,4
-103.7238885,51.2549089,4,4
-111.6670959,57.64109079,4,4
-117.9635159,64.3706608,4,4
-121.8887988,70.11043112,4,4
-124.9073994,75.69133081,4,4
-128.2652197,85.43189807,4,4
-129.6426007,93.4481084,4,4
-129.9515853,103.2703095,4,4
-129.1843286,109.5798217,4,4
-128.1610628,115.626265,4,4
-125.6275452,123.2438124,4,4
-121.9164748,130.7171646,4,4
-117.0513701,137.9690963,4,4
-110.6478908,144.74408,4,4
