Segment_ID;road_outer_left X;road_outer_left Y;road_outer_left Z;road_inner_left X;road_inner_left Y;road_inner_left Z;road_center X;road_center Y;road_center Z;road_inner_right X;road_inner_right Y;road_inner_right Z;road_outer_right X;road_outer_right Y;road_outer_right Z
447;-1069.9391;418.6619;33.3108;-1065.979;419.2632;33.2112;-1063.999;419.5638;33.1614;-1062.019;419.8645;33.1116;-1058.0591;420.4658;33.0121
448;-1071.0314;425.8249;33.083;-1067.0721;426.4252;32.9757;-1065.0924;426.7253;32.9312;-1063.1127;427.0254;32.8866;-1059.1534;427.6257;32.7793
449;-1072.0491;432.509;32.8349;-1068.0905;433.1076;32.737;-1066.1111;433.4069;32.6883;-1064.1317;433.7062;32.6395;-1060.1577;434.2985;32.542
450;-1073.0471;439.0504;32.6047;-1069.0846;439.6456;32.4929;-1067.1057;439.9442;32.4417;-1065.127;440.2429;32.3906;-1061.191;440.8493;32.2932
451;-1074.0503;445.7261;32.3144;-1070.0995;446.3258;32.2216;-1068.121;446.6244;32.1758;-1066.1425;446.9229;32.13;-1062.1853;447.52;32.0274
452;-1075.1444;452.7461;32.0236;-1071.1667;453.3358;31.917;-1069.1882;453.6351;31.8677;-1067.2097;453.9344;31.8185;-1063.2507;454.532;31.7208
453;-1076.2599;460.1692;31.6803;-1072.3018;460.7699;31.5905;-1070.3228;461.0703;31.5365;-1068.3438;461.3707;31.4825;-1064.3856;461.9715;31.3827
454;-1077.37;467.584;31.3316;-1073.4324;468.194;31.2312;-1071.4524;468.494;31.181;-1069.4725;468.794;31.1308;-1065.4996;469.388;31.0303
455;-1078.4207;474.4011;30.9983;-1074.4587;474.9938;30.8967;-1072.4778;475.2901;30.8459;-1070.4969;475.5865;30.7951;-1066.5349;476.1791;30.7035
456;-1079.386;480.8297;30.6744;-1075.4225;481.4146;30.5622;-1073.4407;481.707;30.5111;-1071.4589;481.9995;30.4599;-1067.5095;482.5912;30.3677
457;-1079.9067;484.2761;30.4899;-1075.943;484.8624;30.3747;-1073.9615;485.1558;30.3228;-1071.98;485.4492;30.2708;-1068.0223;486.0385;30.1728
458;-1080.4442;487.8243;30.2939;-1076.4803;488.4136;30.1778;-1074.4984;488.7083;30.1257;-1072.5165;489.003;30.0736;-1068.554;489.593;29.9728
459;-1081.0149;491.5762;30.075;-1077.0509;492.1714;29.9644;-1075.0688;492.469;29.9135;-1073.0869;492.7667;29.8625;-1069.123;493.362;29.7627
460;-1081.5339;494.9866;29.8718;-1077.5699;495.5874;29.7677;-1075.588;495.8878;29.718;-1073.6061;496.1882;29.6682;-1069.6421;496.789;29.5701
461;-1081.9164;497.5104;29.7229;-1077.9521;498.1129;29.6209;-1075.97;498.4141;29.5711;-1073.9879;498.7153;29.5213;-1070.0237;499.3178;29.4228
462;-1082.2313;499.6036;29.6002;-1078.2665;500.2042;29.4983;-1076.2841;500.5045;29.4483;-1074.3016;500.8048;29.3983;-1070.3368;501.4054;29.2974
463;-1082.5475;501.722;29.4756;-1078.5818;502.3176;29.3743;-1076.599;502.6154;29.3249;-1074.6161;502.9132;29.2755;-1070.6504;503.5087;29.1708
464;-1082.8658;503.8784;29.3482;-1078.8987;504.4641;29.2472;-1076.9152;504.757;29.1982;-1074.9316;505.0499;29.1492;-1070.9646;505.6357;29.0419
465;-1083.1868;506.0853;29.2169;-1079.2177;506.6549;29.1153;-1077.2332;506.9398;29.0655;-1075.2487;507.2246;29.0157;-1071.2795;507.7942;28.9096
466;-1083.5016;508.3265;29.0843;-1079.5298;508.87;28.9806;-1077.5439;509.1418;28.9296;-1075.558;509.4136;28.8785;-1071.5863;509.9571;28.7746
467;-1083.8008;510.5855;28.9525;-1079.8257;511.0895;28.8448;-1077.8381;511.3415;28.793;-1075.8507;511.5935;28.7411;-1071.8759;512.0976;28.6378
468;-1084.0754;512.846;28.8212;-1080.0964;513.2935;28.7086;-1078.1071;513.5172;28.6561;-1076.1176;513.7409;28.6035;-1072.139;514.1884;28.4997
469;-1084.3162;515.0918;28.6903;-1080.333;515.462;28.5728;-1078.3414;515.6472;28.5194;-1076.3499;515.8324;28.4659;-1072.3666;516.2026;28.3613
470;-1084.5155;517.2766;28.5592;-1080.5284;517.552;28.4398;-1078.5349;517.6897;28.3858;-1076.5414;517.8273;28.3318;-1072.5544;518.1026;28.2261
471;-1084.6656;519.3547;28.4277;-1080.6761;519.52;28.3125;-1078.6815;519.6025;28.2585;-1076.687;519.6852;28.2045;-1072.6978;519.8505;28.098
472;-1084.7585;521.2799;28.3048;-1080.7697;521.3228;28.1952;-1078.7753;521.3442;28.1414;-1076.7809;521.3658;28.0877;-1072.792;521.4088;27.9807
473;-1084.7867;523.0061;28.1996;-1080.802;522.9173;28.0921;-1078.8097;522.8728;28.0386;-1076.8174;522.8284;27.985;-1072.8326;522.7396;27.8779
474;-1084.7489;524.5971;28.1054;-1080.7719;524.37;27.9984;-1078.7834;524.2563;27.9449;-1076.795;524.1428;27.8915;-1072.8182;523.9157;27.7845
475;-1084.6436;526.1161;28.0156;-1080.6781;525.7473;27.9089;-1078.6953;525.563;27.8556;-1076.7125;525.3786;27.8023;-1072.7469;525.0099;27.6956
476;-1084.4698;527.6269;27.9254;-1080.519;527.1162;27.819;-1078.5437;526.8608;27.7658;-1076.5682;526.6054;27.7126;-1072.6176;526.0947;27.6062
477;-1084.2264;529.1928;27.8302;-1080.2937;528.5429;27.7239;-1078.3273;528.2179;27.6707;-1076.3608;527.8929;27.6176;-1072.4283;527.243;27.5112
478;-1083.917;530.7979;27.731;-1080.0063;530.01;27.6247;-1078.0511;529.616;27.5716;-1076.0959;529.222;27.5185;-1072.1854;528.4341;27.4122
479;-1083.5453;532.426;27.6288;-1079.662;531.4998;27.5227;-1077.7203;531.0367;27.4696;-1075.7786;530.5736;27.4166;-1071.8951;529.6474;27.3105
480;-1083.1154;534.0612;27.5246;-1079.2648;532.9948;27.4189;-1077.3396;532.4617;27.3661;-1075.4144;531.9286;27.3133;-1071.564;530.8624;27.2076
481;-1082.6304;535.6873;27.4193;-1078.8196;534.4776;27.3145;-1076.9142;533.8728;27.2621;-1075.0088;533.268;27.2097;-1071.1979;532.0583;27.105
482;-1082.076;537.3203;27.3117;-1078.3121;535.9641;27.2081;-1076.4302;535.2859;27.1562;-1074.5482;534.6078;27.1044;-1070.7843;533.2516;27.0008
483;-1081.4366;538.9761;27.2005;-1077.7279;537.4702;27.0981;-1075.8735;536.7173;27.0469;-1074.0193;535.9643;26.9957;-1070.3105;534.4584;26.8932
484;-1080.6975;540.6708;27.0846;-1077.0529;539.0122;26.9832;-1075.2306;538.1829;26.9325;-1073.4084;537.3536;26.8818;-1069.7638;535.695;26.7804
485;-1079.8431;542.4203;26.9627;-1076.2726;540.6061;26.8619;-1074.4873;539.699;26.8116;-1072.702;538.7918;26.7612;-1069.1313;536.9776;26.6605
486;-1078.8767;544.205;26.8356;-1075.3888;542.2346;26.7352;-1073.6449;541.2493;26.685;-1071.901;540.264;26.6348;-1068.4131;538.2936;26.5347
487;-1077.8005;546.0053;26.7044;-1074.4033;543.8803;26.6039;-1072.7046;542.8178;26.5537;-1071.006;541.7553;26.5036;-1067.6086;539.6303;26.4042
488;-1076.6178;547.8016;26.5698;-1073.3177;545.5261;26.4689;-1071.6677;544.3883;26.4188;-1070.0177;543.2506;26.3686;-1066.7177;540.975;26.2714
489;-1075.3308;549.5744;26.4328;-1072.134;547.1547;26.3312;-1070.5355;545.9448;26.2812;-1068.9371;544.7349;26.2312;-1065.7404;542.3153;26.1389
490;-1073.967;551.2993;26.2954;-1070.8783;548.7417;26.1928;-1069.334;547.4629;26.1427;-1067.7896;546.1841;26.0925;-1064.701;543.6265;26.0032
491;-1072.5536;552.9521;26.1598;-1069.5774;550.263;26.0559;-1068.0894;548.9185;26.005;-1066.6012;547.5739;25.9541;-1063.625;544.8846;25.8606
492;-1071.1178;554.5086;26.03;-1068.2576;551.6942;25.9232;-1066.8275;550.287;25.8714;-1065.3973;548.8797;25.8197;-1062.5371;546.0653;25.7221
493;-1069.6869;555.9444;25.91;-1066.9454;553.011;25.7971;-1065.5746;551.5442;25.7451;-1064.2037;550.0775;25.6931;-1061.4623;547.1441;25.5988
494;-1068.2408;557.2732;25.792;-1065.6221;554.2261;25.6748;-1064.3127;552.7025;25.623;-1063.0035;551.179;25.5713;-1060.3846;548.132;25.4808
495;-1066.7594;558.5086;25.6678;-1064.2693;555.3523;25.5534;-1063.0242;553.7742;25.5024;-1061.7791;552.196;25.4514;-1059.2888;549.0396;25.3581
496;-1065.2227;559.6643;25.5392;-1062.868;556.4023;25.4315;-1061.6907;554.7712;25.3821;-1060.5133;553.1402;25.3328;-1058.1584;549.8781;25.2361
497;-1063.6105;560.754;25.4077;-1061.3998;557.3887;25.3078;-1060.2944;555.7061;25.2613;-1059.1891;554.0234;25.2149;-1056.9784;550.658;25.1198
498;-1061.9294;561.7827;25.2742;-1059.8652;558.32;25.1815;-1058.833;556.5886;25.1379;-1057.8009;554.8573;25.0944;-1055.7366;551.3945;25.0033
499;-1060.1864;562.7556;25.1392;-1058.2646;559.2047;25.0519;-1057.3038;557.4292;25.01;-1056.3431;555.6537;24.9681;-1054.4214;552.1027;24.8802
500;-1058.3879;563.6777;25.0018;-1056.599;560.051;24.9188;-1055.7045;558.2377;24.8782;-1054.8099;556.4244;24.8375;-1053.021;552.7977;24.7532
501;-1056.5406;564.554;24.861;-1054.8684;560.8675;24.7823;-1054.0322;559.0243;24.7433;-1053.196;557.181;24.7043;-1051.5239;553.4945;24.6247
502;-1054.6782;565.3787;24.7202;-1053.1069;561.6462;24.645;-1052.3213;559.7799;24.6079;-1051.5356;557.9137;24.5709;-1049.9644;554.1812;24.4965
503;-1052.8339;566.1458;24.5829;-1051.3483;562.3792;24.5094;-1050.6056;560.4958;24.4745;-1049.8628;558.6124;24.4396;-1048.3771;554.8457;24.3705
504;-1051.0414;566.8496;24.4476;-1049.6263;563.0584;24.3777;-1048.9189;561.1628;24.3456;-1048.2115;559.2673;24.3136;-1046.7966;555.4762;24.2499
505;-1049.334;567.4839;24.3129;-1047.9751;563.6761;24.252;-1047.2957;561.7722;24.2238;-1046.6162;559.8684;24.1956;-1045.2573;556.0606;24.1377
506;-1047.7058;568.0601;24.1837;-1046.3901;564.242;24.1325;-1045.7324;562.333;24.1087;-1045.0746;560.424;24.0849;-1043.7589;556.606;24.0328
507;-1046.1509;568.589;24.0645;-1044.8676;564.7659;24.0193;-1044.226;562.8542;23.9999;-1043.5844;560.9427;23.9805;-1042.3011;557.1195;23.934
508;-1044.6324;569.0944;23.9503;-1043.3763;565.2687;23.9068;-1042.7482;563.3558;23.8942;-1042.1201;561.4429;23.8816;-1040.864;557.6172;23.8381
509;-1041.8402;570.0049;23.7301;-1040.61;566.184;23.7032;-1039.9949;564.2736;23.6926;-1039.3798;562.3631;23.682;-1038.1495;558.5422;23.6573
510;-1039.1702;570.8654;23.5198;-1037.9519;567.0542;23.5105;-1037.3428;565.1487;23.5018;-1036.7336;563.2431;23.493;-1035.5154;559.432;23.4837
511;-1035.8807;571.9263;23.2354;-1034.6508;568.1366;23.2467;-1034.0356;566.2417;23.2502;-1033.4207;564.3469;23.2538;-1032.1907;560.5573;23.2629
512;-1032.5913;572.9871;22.9623;-1031.3495;569.219;22.9951;-1030.7286;567.3348;23.0056;-1030.1078;565.4507;23.0161;-1028.8658;561.6826;23.0422
513;-1030.7314;573.6436;22.7996;-1029.4276;569.8888;22.8408;-1028.7758;568.0114;22.8555;-1028.1239;566.1339;22.8703;-1026.8202;562.379;22.898
514;-1028.8979;574.3067;22.6454;-1027.5215;570.572;22.6842;-1026.8331;568.7047;22.7042;-1026.1449;566.8373;22.7241;-1024.7682;563.1025;22.7649
515;-1027.1178;574.983;22.4845;-1025.6466;571.2821;22.527;-1024.911;569.4317;22.5501;-1024.1754;567.5813;22.5731;-1022.7041;563.8803;22.6235
516;-1025.4172;575.6791;22.3198;-1023.8188;572.0326;22.372;-1023.0195;570.2094;22.3982;-1022.2203;568.3862;22.4244;-1020.6219;564.7397;22.4769
517;-1023.8229;576.4016;22.1681;-1022.0537;572.837;22.2272;-1021.1691;571.0547;22.2568;-1020.2845;569.2723;22.2863;-1018.5151;565.7077;22.3556
518;-1022.3416;577.155;22.0267;-1020.3704;573.6989;22.089;-1019.3848;571.9709;22.1217;-1018.3992;570.2429;22.1545;-1016.428;566.7868;22.2251
519;-1020.9801;577.9439;21.8952;-1018.7881;574.6225;21.9564;-1017.692;572.9618;21.9925;-1016.5959;571.3011;22.0286;-1014.4038;567.9797;22.1189
520;-1019.7452;578.773;21.7561;-1017.3257;575.6115;21.8294;-1016.1158;574.0309;21.868;-1014.9061;572.4502;21.9065;-1012.4866;569.2888;21.9987
521;-1018.6439;579.6467;21.6261;-1016.0026;576.6699;21.7081;-1014.6819;575.1815;21.7491;-1013.3612;573.6932;21.7902;-1010.7198;570.7165;21.8726
522;-1017.6617;580.5619;21.5045;-1014.8101;577.7864;21.5911;-1013.3842;576.3986;21.6344;-1011.9583;575.0108;21.6777;-1009.1067;572.2352;21.7643
523;-1016.7848;581.5157;21.3918;-1013.7397;578.9494;21.4774;-1012.2173;577.6663;21.5224;-1010.6949;576.3832;21.5673;-1007.6499;573.8169;21.6582
524;-1015.9985;582.5049;21.2822;-1012.7831;580.1479;21.3684;-1011.1754;578.9694;21.4129;-1009.5677;577.7909;21.4575;-1006.3525;575.4339;21.5601
525;-1015.2889;583.5264;21.165;-1011.9316;581.3703;21.261;-1010.2532;580.2923;21.304;-1008.5746;579.2143;21.347;-1005.2174;577.0583;21.4412
526;-1014.6495;584.58;21.0584;-1011.1748;582.6188;21.1511;-1009.4374;581.6382;21.1934;-1007.7;580.6576;21.2357;-1004.225;578.6964;21.3284
527;-1014.0745;585.6654;20.9412;-1010.5015;583.8951;21.037;-1008.7151;583.0099;21.0799;-1006.9286;582.1248;21.1228;-1003.3555;580.3546;21.2157
528;-1013.5573;586.7823;20.8228;-1009.9012;585.2013;20.9199;-1008.0732;584.4108;20.9646;-1006.2452;583.6202;21.0094;-1002.5892;582.0392;21.1027
529;-1013.0916;587.9306;20.7082;-1009.3633;586.5392;20.8026;-1007.4991;585.8435;20.8494;-1005.635;585.1478;20.8962;-1001.9067;583.7564;20.9902
530;-1012.6838;589.1004;20.5973;-1008.8936;587.9047;20.6874;-1006.9985;587.3068;20.7362;-1005.1035;586.7089;20.785;-1001.3134;585.5131;20.8776
531;-1012.3398;590.2824;20.4853;-1008.4982;589.2936;20.5722;-1006.5774;588.7992;20.6238;-1004.6566;588.3048;20.6754;-1000.8149;587.3159;20.7646
532;-1012.066;591.4668;20.363;-1008.1831;590.7017;20.4561;-1006.2416;590.3191;20.5092;-1004.3002;589.9365;20.5623;-1000.4172;589.1713;20.6506
533;-1011.8682;592.6441;20.2418;-1007.9541;592.1248;20.3383;-1005.9971;591.8651;20.3905;-1004.04;591.6055;20.4428;-1000.1261;591.0862;20.5335
534;-1011.7513;593.8249;20.1259;-1007.8188;593.569;20.2219;-1005.8527;593.441;20.2703;-1003.8864;593.3131;20.3185;-999.954;593.0572;20.4141
535;-1011.7206;595.0201;20.0119;-1007.7848;595.0404;20.104;-1005.8169;595.0506;20.1493;-1003.8491;595.0608;20.1945;-999.9135;595.0811;20.292
536;-1011.7802;596.2403;19.8911;-1007.8593;596.5451;19.9795;-1005.8987;596.6975;20.0242;-1003.9382;596.8499;20.069;-1000.0171;597.1546;20.1663
537;-1011.9354;597.4963;19.7513;-1008.0494;598.0891;19.8474;-1006.1066;598.3854;19.8927;-1004.1638;598.6818;19.938;-1000.278;599.2746;20.0368
538;-1012.1897;598.7763;19.6046;-1008.3595;599.6571;19.7085;-1006.4442;600.0975;19.7554;-1004.5291;600.5379;19.8023;-1000.6989;601.4186;19.9127
539;-1012.5472;600.0686;19.459;-1008.7925;601.2339;19.5633;-1006.915;601.8165;19.6132;-1005.0377;602.3991;19.6631;-1001.2828;603.5644;19.766
540;-1013.0114;601.3613;19.3132;-1009.3521;602.8041;19.4174;-1007.5223;603.5255;19.4695;-1005.6927;604.2468;19.5216;-1002.0334;605.6895;19.6259
541;-1013.5862;602.6427;19.1668;-1010.0419;604.3523;19.2724;-1008.2698;605.2072;19.3252;-1006.4976;606.062;19.3779;-1002.9532;607.7716;19.4835
542;-1014.2795;603.9203;19.0182;-1010.8634;605.8815;19.1248;-1009.1553;606.8621;19.1781;-1007.4471;607.8427;19.2314;-1004.031;609.8038;19.3381
543;-1015.0996;605.2016;18.8672;-1011.818;607.3942;18.9744;-1010.1772;608.4905;19.0279;-1008.5364;609.5869;19.0815;-1005.2546;611.7795;19.1986
544;-1016.0544;606.4942;18.7134;-1012.9073;608.8933;18.8205;-1011.3336;610.0929;18.874;-1009.76;611.2924;18.9275;-1006.6129;613.6916;19.0347
545;-1017.152;607.8058;18.5563;-1014.1324;610.3816;18.6627;-1012.6228;611.6695;18.7158;-1011.113;612.9574;18.769;-1008.0938;615.5332;18.8753
546;-1018.351;609.112;18.3991;-1015.4493;611.8362;18.5042;-1013.9984;613.1982;18.5568;-1012.5476;614.5602;18.6093;-1009.6459;617.2843;18.7144
547;-1019.6099;610.3888;18.2449;-1016.8125;613.2341;18.3485;-1015.4138;614.6567;18.4003;-1014.0151;616.0793;18.452;-1011.2178;618.9246;18.556
548;-1020.8878;611.6117;18.0969;-1018.1779;614.5524;18.1988;-1016.8229;616.0228;18.2497;-1015.4679;617.4932;18.3007;-1012.7581;620.4338;18.4126
549;-1022.1432;612.7567;17.9605;-1019.5005;615.7685;18.0606;-1018.1791;617.2743;18.1097;-1016.8577;618.7802;18.1588;-1014.2148;621.7919;18.2602
550;-1023.3912;613.8456;17.8334;-1020.7994;616.9092;17.9323;-1019.5034;618.4409;17.9784;-1018.2074;619.9726;18.0244;-1015.6155;623.0361;18.1268
551;-1024.6469;614.9007;17.7079;-1022.0935;618.0017;17.8059;-1020.8168;619.5522;17.8504;-1019.5402;621.1028;17.8949;-1016.9869;624.2038;18.0092
552;-1025.925;615.944;17.5791;-1023.4019;619.0733;17.6764;-1022.1404;620.6381;17.7218;-1020.8789;622.2028;17.7672;-1018.3558;625.3322;17.8755
553;-1027.2407;616.9974;17.4541;-1024.7437;620.1512;17.5438;-1023.4951;621.728;17.5914;-1022.2466;623.3049;17.6389;-1019.7495;626.4587;17.7427
554;-1028.5923;618.0611;17.3368;-1026.1176;621.2361;17.4147;-1024.8802;622.8236;17.4627;-1023.6429;624.4111;17.5108;-1021.1683;627.5861;17.6095
555;-1029.9778;619.1352;17.1976;-1027.5228;622.3292;17.2859;-1026.2953;623.9261;17.3343;-1025.0677;625.5231;17.3828;-1022.6128;628.717;17.48
556;-1031.3956;620.2197;17.0611;-1028.9583;623.4313;17.1569;-1027.7396;625.037;17.2057;-1026.521;626.6428;17.2545;-1024.0836;629.8545;17.3522
557;-1032.8438;621.3146;16.9293;-1030.423;624.5434;17.0276;-1029.2125;626.1578;17.0768;-1028.0022;627.7722;17.1259;-1025.5813;631.001;17.2242
558;-1034.3099;622.4114;16.7998;-1031.9045;625.6563;16.9004;-1030.7019;627.2787;16.9491;-1029.4993;628.9012;16.9978;-1027.094;632.1462;17.0968
559;-1035.7812;623.501;16.6717;-1033.3909;626.7606;16.7782;-1032.1957;628.3904;16.8248;-1031.0004;630.0202;16.8713;-1028.61;633.2797;16.9708
560;-1037.2456;624.5749;16.5461;-1034.8695;627.847;16.6558;-1033.6814;629.483;16.7016;-1032.4934;631.1191;16.7473;-1030.1173;634.3912;16.8471
561;-1038.6899;625.6244;16.4224;-1036.3281;628.9063;16.5306;-1035.1471;630.5472;16.5779;-1033.9662;632.1882;16.6252;-1031.6042;635.4702;16.7263
562;-1040.1198;626.6554;16.3012;-1037.7719;629.9451;16.4052;-1036.5978;631.59;16.4554;-1035.4237;633.2349;16.5056;-1033.0758;636.5248;16.6077
563;-1041.5396;627.6742;16.184;-1039.2054;630.9704;16.2848;-1038.0383;632.6185;16.3363;-1036.8713;634.2667;16.3878;-1034.5371;637.5631;16.4907
564;-1042.9543;628.6868;16.0734;-1040.6342;631.9889;16.1694;-1039.474;633.64;16.2201;-1038.3138;635.2911;16.2707;-1035.9933;638.5933;16.3744
565;-1045.6934;630.5804;15.8583;-1043.4236;633.8919;15.9608;-1042.2887;635.5477;16.008;-1041.1537;637.2035;16.0552;-1038.8838;640.5151;16.1578
566;-1048.4231;632.4298;15.6364;-1046.2151;635.7594;15.7415;-1045.1111;637.4242;15.7916;-1044.007;639.089;15.8418;-1041.799;642.4186;15.9544
567;-1051.1344;634.191;15.4356;-1049.0107;637.5558;15.5363;-1047.9487;639.2383;15.5867;-1046.8868;640.9207;15.6371;-1044.7631;644.2856;15.7378
568;-1053.9253;635.9037;15.2476;-1051.9071;639.3249;15.3362;-1050.8922;641.0314;15.3863;-1049.8774;642.7379;15.4364;-1047.8468;646.15;15.5333
569;-1056.9388;637.6413;15.0369;-1055.0011;641.1107;15.1333;-1054.0321;642.8455;15.1863;-1053.0632;644.5803;15.2394;-1051.1252;648.0497;15.3375
570;-1060.0963;639.354;14.8405;-1058.2439;642.8827;14.928;-1057.3176;644.647;14.9764;-1056.3915;646.4113;15.0249;-1054.5389;649.9399;15.12
571;-1063.3634;641.0256;14.6276;-1061.5865;644.6102;14.7244;-1060.6981;646.4025;14.772;-1059.8097;648.1948;14.8196;-1058.0328;651.7794;14.9176
572;-1066.6031;642.5993;14.4295;-1064.8964;646.2349;14.536;-1064.043;648.0526;14.5802;-1063.1896;649.8704;14.6244;-1061.4828;653.5059;14.731
573;-1069.6787;644.0185;14.256;-1068.0406;647.698;14.3531;-1067.2214;649.5377;14.3976;-1066.4023;651.3775;14.4421;-1064.7643;655.057;14.541
574;-1072.6538;645.3171;14.0705;-1071.0844;649.0323;14.1715;-1070.2997;650.8899;14.2195;-1069.5149;652.7476;14.2675;-1067.9456;656.4629;14.3761
575;-1075.5907;646.5276;13.8997;-1074.0934;650.2706;13.9985;-1073.3436;652.1414;14.0479;-1072.5938;654.0121;14.0973;-1071.0942;657.7535;14.1961
576;-1078.6838;647.7331;13.7217;-1077.2539;651.4918;13.8209;-1076.5389;653.3711;13.8706;-1075.824;655.2505;13.9202;-1074.4125;659.0229;14.0207
577;-1082.1145;649.0073;13.5256;-1080.7527;652.7749;13.6271;-1080.0718;654.6588;13.6771;-1079.3907;656.5427;13.727;-1078.0288;660.3103;13.8463
578;-1085.6499;650.2603;13.3268;-1084.3562;654.0363;13.4374;-1083.7092;655.9243;13.4839;-1083.0624;657.8123;13.5304;-1081.7686;661.5883;13.6404
579;-1089.0551;651.4006;13.1371;-1087.8312;655.1919;13.2415;-1087.2194;657.0875;13.2971;-1086.6075;658.9831;13.3526;-1085.3813;662.7728;13.4568
580;-1092.3651;652.4407;12.9591;-1091.2128;656.2526;13.0629;-1090.6367;658.1586;13.1157;-1090.0605;660.0645;13.1685;-1088.9081;663.8763;13.2707
581;-1095.6061;653.3859;12.7915;-1094.5365;657.2294;12.8961;-1093.9965;659.1475;12.9484;-1093.4565;661.0655;13.0007;-1092.3824;664.9059;13.1053
582;-1098.8802;654.2879;12.6424;-1097.8584;658.1371;12.7394;-1097.3552;660.0671;12.7908;-1096.8521;661.9973;12.8422;-1095.8456;665.8576;12.9471
583;-1102.1509;655.0996;12.4909;-1101.2345;658.9907;12.5946;-1100.7683;660.9308;12.6424;-1100.3022;662.8708;12.6902;-1099.3702;666.7509;12.7938
584;-1105.5031;655.8823;12.3344;-1104.6497;659.7785;12.4403;-1104.2229;661.7266;12.4912;-1103.7961;663.6747;12.5421;-1102.9614;667.5845;12.646
585;-1108.8564;656.5798;12.1961;-1108.0891;660.489;12.2988;-1107.7056;662.4436;12.351;-1107.322;664.3982;12.4033;-1106.5594;668.3108;12.5142
586;-1112.2238;657.2018;12.0743;-1111.5479;661.1219;12.1667;-1111.21;663.0819;12.2219;-1110.8719;665.0419;12.2771;-1110.1962;668.9619;12.3701
587;-1115.613;657.7542;11.9379;-1115.021;661.6768;12.0383;-1114.7301;663.6417;12.0894;-1114.4392;665.6066;12.1406;-1113.8572;669.5364;12.2592
588;-1119.0129;658.2134;11.8263;-1118.527;662.1506;11.9161;-1118.2841;664.1191;11.966;-1118.0411;666.0877;12.0159;-1117.5553;670.0249;12.1171
589;-1122.472;658.5989;11.7011;-1122.0841;662.5399;11.7984;-1121.8901;664.5104;11.8481;-1121.6962;666.4809;11.8977;-1121.3082;670.4218;11.997
590;-1125.9785;658.9019;11.5966;-1125.6884;662.8436;11.6866;-1125.5431;664.8144;11.7356;-1125.3979;666.7852;11.7845;-1125.1079;670.7269;11.8847
591;-1129.5299;659.1212;11.4811;-1129.3354;663.0608;11.5778;-1129.2382;665.0305;11.6276;-1129.1409;667.0003;11.6775;-1128.9403;670.9356;11.795
592;-1133.0137;659.2533;11.3795;-1132.9178;663.2011;11.478;-1132.8635;665.1707;11.5272;-1132.8093;667.1403;11.5764;-1132.7079;671.0845;11.6763
593;-1136.3658;659.328;11.2904;-1136.3276;663.2742;11.3891;-1136.3077;665.2468;11.4384;-1136.2878;667.2194;11.4877;-1136.2482;671.1646;11.5863
594;-1139.6379;659.3388;11.2096;-1139.6556;663.2944;11.3086;-1139.6644;665.2722;11.3581;-1139.6733;667.2501;11.4077;-1139.691;671.2058;11.5067
595;-1142.9398;659.3189;11.1347;-1142.9926;663.2762;11.2343;-1143.0273;665.2606;11.2842;-1143.0621;667.245;11.334;-1143.1317;671.2137;11.4437
596;-1146.3228;659.2246;11.0656;-1146.4481;663.2026;11.1641;-1146.5107;665.1917;11.2142;-1146.5734;667.1806;11.2643;-1146.6987;671.1586;11.3646
597;-1149.9379;659.0792;11.0153;-1150.1321;663.0563;11.0968;-1150.2291;665.0449;11.1466;-1150.3262;667.0335;11.1963;-1150.5208;671.0109;11.308
598;-1153.5819;658.8691;10.9437;-1153.8568;662.8372;11.0326;-1153.9943;664.8213;11.0833;-1154.1318;666.8054;11.1341;-1154.4067;670.7735;11.2437
599;-1157.0686;658.5918;10.877;-1157.4349;662.545;10.9774;-1157.618;664.5216;11.0276;-1157.8011;666.4983;11.0778;-1158.1675;670.4515;11.1896
600;-1160.4395;658.2427;10.8396;-1160.9023;662.1761;10.9298;-1161.1343;664.1431;10.9799;-1161.3661;666.11;11.03;-1161.8297;670.0439;11.1319
601;-1163.7494;657.8256;10.7891;-1164.2957;661.7267;10.8892;-1164.5769;663.6826;10.9397;-1164.8582;665.6385;10.9903;-1165.4205;669.5502;11.1093
602;-1166.9956;657.2919;10.7648;-1167.6729;661.1868;10.8548;-1168.0067;663.1311;10.9048;-1168.3407;665.0755;10.9548;-1169.0084;668.9642;11.0565
603;-1170.3082;656.6798;10.7258;-1171.0929;660.5465;10.8258;-1171.4852;662.4799;10.8757;-1171.8776;664.4133;10.9257;-1172.6643;668.2814;11.0256
604;-1173.6147;655.9595;10.7026;-1174.5201;659.8063;10.8025;-1174.9729;661.7297;10.8524;-1175.4257;663.6531;10.9023;-1176.3312;667.4999;11.0022
605;-1176.8879;655.1306;10.6854;-1177.9196;658.9663;10.7853;-1178.4309;660.8813;10.8353;-1178.9423;662.7963;10.8852;-1179.9648;666.6262;10.9851
606;-1180.1287;654.2235;10.6746;-1181.2677;658.0354;10.7767;-1181.8372;659.9414;10.8256;-1182.4066;661.8474;10.8744;-1183.5577;665.6673;10.9743
607;-1183.2959;653.2408;10.6811;-1184.5415;657.0225;10.7801;-1185.1698;658.9169;10.8256;-1185.7981;660.8112;10.8711;-1187.0548;664.6;10.9701
608;-1186.4276;652.1398;10.6724;-1187.8018;655.9015;10.7746;-1188.4889;657.7823;10.8235;-1189.1761;659.6632;10.8724;-1190.5472;663.4231;10.9725
