x_m;y_m;w_tr_right_m;w_tr_left_m;z_m
-361.76133130;-584.40178000;6.00000000;6.00000000;-4.70000000
-363.58870660;-577.73199000;6.00000000;6.00000000;-4.80000000
-365.41677600;-571.06220000;6.00000000;6.00000000;-4.80000000
-367.24450890;-564.39242000;6.00000000;6.00000000;-5.00000000
-369.07224890;-557.72264000;6.00000000;6.00000000;-5.20000000
-370.89999590;-551.05287000;6.00000000;6.00000000;-5.40000000
-372.72775000;-544.38309000;6.00000000;6.00000000;-5.60000000
-374.55551110;-537.71332000;6.00000000;6.00000000;-5.80000000
-376.38327930;-531.04355000;6.00000000;6.00000000;-6.00000000
-378.21105440;-524.37379000;6.00000000;6.00000000;-6.10000000
-380.03883670;-517.70403000;6.00000000;6.00000000;-6.20000000
-381.86662600;-511.03426000;6.00000000;6.00000000;-6.20000000
-383.69413430;-504.36466000;6.00000000;6.00000000;-6.30000000
-385.52222630;-497.69491000;6.00000000;6.00000000;-6.30000000
-387.35003670;-491.02515000;6.00000000;6.00000000;-6.30000000
-389.17785420;-484.35540000;6.00000000;6.00000000;-6.40000000
-391.00567870;-477.68566000;6.00000000;6.00000000;-6.50000000
-392.83351080;-471.01607000;6.00000000;6.00000000;-6.70000000
-394.33738520;-464.27181000;6.00000000;6.00000000;-6.90000000
-395.40113430;-457.46037000;6.00000000;6.00000000;-7.10000000
-397.45927900;-450.90884000;6.00000000;6.00000000;-7.30000000
-399.51755700;-444.35716000;6.00000000;6.00000000;-7.50000000
-401.57584220;-437.80564000;6.00000000;6.00000000;-7.70000000
-403.54713430;-431.23142000;6.00000000;6.00000000;-7.70000000
-404.20895060;-424.28524000;6.00000000;6.00000000;-7.80000000
-405.94710150;-417.57399000;6.00000000;6.00000000;-7.80000000
-407.68525900;-410.86260000;6.00000000;6.00000000;-7.80000000
-409.42342380;-404.15120000;6.00000000;6.00000000;-7.90000000
-411.16159570;-397.43981000;6.00000000;6.00000000;-7.90000000
-412.91263440;-390.73455000;6.00000000;6.00000000;-8.10000000
-414.78599750;-384.08691000;6.00000000;6.00000000;-8.30000000
-416.66006450;-377.43927000;6.00000000;6.00000000;-8.50000000
-418.53274480;-370.79164000;6.00000000;6.00000000;-8.70000000
-420.40612890;-364.14401000;6.00000000;6.00000000;-8.90000000
-422.27952000;-357.49638000;6.00000000;6.00000000;-9.10000000
-424.15313430;-350.84891000;6.00000000;6.00000000;-9.20000000
-426.02632360;-344.20128000;6.00000000;6.00000000;-9.30000000
-427.89973560;-337.55366000;6.00000000;6.00000000;-9.30000000
-429.77315510;-330.90620000;6.00000000;6.00000000;-9.30000000
-431.64658110;-324.25858000;6.00000000;6.00000000;-9.40000000
-433.52001410;-317.61097000;6.00000000;6.00000000;-9.40000000
-435.39345000;-310.96336000;6.00000000;6.00000000;-9.50000000
-437.26690140;-304.31590000;6.00000000;6.00000000;-9.60000000
-439.14111370;-297.66830000;6.00000000;6.00000000;-9.70000000
-441.01381670;-291.02085000;6.00000000;6.00000000;-9.90000000
-442.83113430;-284.34659000;6.00000000;6.00000000;-10.00000000
-444.59813430;-277.64842000;6.00000000;6.00000000;-10.20000000
-446.36508370;-270.95010000;6.00000000;6.00000000;-10.40000000
-448.13195510;-264.25194000;6.00000000;6.00000000;-10.60000000
-449.89883310;-257.55363000;6.00000000;6.00000000;-10.70000000
-451.66571820;-250.85531000;6.00000000;6.00000000;-10.80000000
-453.43261100;-244.15716000;6.00000000;6.00000000;-10.90000000
-455.19951040;-237.45885000;6.00000000;6.00000000;-10.90000000
-456.96641750;-230.76071000;6.00000000;6.00000000;-11.00000000
-458.73333160;-224.06256000;6.00000000;6.00000000;-11.00000000
-460.50025250;-217.36426000;6.00000000;6.00000000;-11.20000000
-462.26718090;-210.66612000;6.00000000;6.00000000;-11.40000000
-464.03411600;-203.96783000;6.00000000;6.00000000;-11.60000000
-465.80104450;-197.26969000;6.00000000;6.00000000;-11.80000000
-467.56800810;-190.57140000;6.00000000;6.00000000;-12.00000000
-469.31305640;-183.86332000;6.00000000;6.00000000;-12.20000000
-471.05136330;-177.15201000;6.00000000;6.00000000;-12.30000000
-472.78967750;-170.44071000;6.00000000;6.00000000;-12.40000000
-474.52799930;-163.72956000;6.00000000;6.00000000;-12.40000000
-476.26632780;-157.01827000;6.00000000;6.00000000;-12.40000000
-478.20107780;-150.40802000;6.00000000;6.00000000;-12.50000000
-480.05126280;-143.75361000;6.00000000;6.00000000;-12.50000000
-481.80339470;-137.04876000;6.00000000;6.00000000;-12.60000000
-483.55524600;-130.34375000;6.00000000;6.00000000;-12.60000000
-485.30767890;-123.63875000;6.00000000;6.00000000;-12.60000000
-487.21306460;-117.01287000;6.00000000;6.00000000;-12.70000000
-489.04713430;-110.35390000;6.00000000;6.00000000;-12.70000000
-490.71905690;-103.61337000;6.00000000;6.00000000;-12.80000000
-492.39135820;-96.87300000;6.00000000;6.00000000;-12.80000000
-494.06366640;-90.13247000;6.00000000;6.00000000;-13.00000000
-495.77602380;-83.41234000;6.00000000;6.00000000;-13.20000000
-497.80313430;-76.84857000;6.00000000;6.00000000;-13.40000000
-499.61334880;-70.17025000;6.00000000;6.00000000;-13.60000000
-501.42280200;-63.49178000;6.00000000;6.00000000;-13.80000000
-503.23213430;-56.81347000;6.00000000;6.00000000;-13.90000000
-505.04173070;-50.13515000;6.00000000;6.00000000;-14.00000000
-506.83127360;-43.44765000;6.00000000;6.00000000;-14.00000000
-508.56967030;-36.73640000;6.00000000;6.00000000;-14.10000000
-510.30807460;-30.02531000;6.00000000;6.00000000;-14.10000000
-512.04648550;-23.31407000;6.00000000;6.00000000;-14.20000000
-513.78454550;-16.60298000;6.00000000;6.00000000;-14.30000000
-515.52333000;-9.89189000;6.00000000;6.00000000;-14.40000000
-517.29614360;-3.19644000;6.00000000;6.00000000;-14.40000000
-519.06943790;3.49886000;6.00000000;6.00000000;-14.40000000
-520.84313430;10.19401000;6.00000000;6.00000000;-14.50000000
-522.61604830;16.88930000;6.00000000;6.00000000;-14.50000000
-524.38936450;23.58444000;6.00000000;6.00000000;-14.60000000
-526.16268720;30.27973000;6.00000000;6.00000000;-14.60000000
-527.93601760;36.97486000;6.00000000;6.00000000;-14.60000000
-529.70935520;43.66999000;6.00000000;6.00000000;-14.60000000
-531.48269930;50.36527000;6.00000000;6.00000000;-14.60000000
-533.25605110;57.06040000;6.00000000;6.00000000;-14.60000000
-535.01667070;63.76150000;6.00000000;6.00000000;-14.70000000
-536.76893650;70.46627000;6.00000000;6.00000000;-14.70000000
-538.52120900;77.17119000;6.00000000;6.00000000;-14.70000000
-540.27313430;83.87596000;6.00000000;6.00000000;-14.70000000
-542.02265070;90.58226000;6.00000000;6.00000000;-14.60000000
-543.76138400;97.29330000;6.00000000;6.00000000;-14.50000000
-545.49962540;104.00450000;6.00000000;6.00000000;-14.40000000
-547.23812380;110.71554000;6.00000000;6.00000000;-14.20000000
-548.97662940;117.42657000;6.00000000;6.00000000;-14.20000000
-550.71514170;124.13776000;6.00000000;6.00000000;-14.20000000
-552.56005560;130.79899000;6.00000000;6.00000000;-14.20000000
-554.41313430;137.45653000;6.00000000;6.00000000;-14.30000000
-556.26535590;144.11423000;6.00000000;6.00000000;-14.30000000
-558.11787010;150.77177000;6.00000000;6.00000000;-14.40000000
-559.97068490;157.42931000;6.00000000;6.00000000;-14.40000000
-561.80836640;164.09389000;6.00000000;6.00000000;-14.40000000
-563.54689720;170.80506000;6.00000000;6.00000000;-14.50000000
-565.28513430;177.51607000;6.00000000;6.00000000;-14.50000000
-567.02398150;184.22708000;6.00000000;6.00000000;-14.60000000
-568.76253390;190.93825000;6.00000000;6.00000000;-14.60000000
-570.50109400;197.64925000;6.00000000;6.00000000;-14.60000000
-572.31157760;204.32685000;6.00000000;6.00000000;-14.70000000
-574.13603930;210.99800000;6.00000000;6.00000000;-14.70000000
-575.96050800;217.66916000;6.00000000;6.00000000;-14.70000000
-577.78517580;224.34031000;6.00000000;6.00000000;-14.70000000
-579.60946660;231.01146000;6.00000000;6.00000000;-14.80000000
-581.43395640;237.68261000;6.00000000;6.00000000;-14.80000000
-583.25845390;244.35360000;6.00000000;6.00000000;-14.90000000
-585.08295780;251.02474000;6.00000000;6.00000000;-14.90000000
-586.90713430;257.69588000;6.00000000;6.00000000;-14.70000000
-588.73198690;264.36702000;6.00000000;6.00000000;-14.60000000
-590.55651210;271.03816000;6.00000000;6.00000000;-14.50000000
-592.38104420;277.70929000;6.00000000;6.00000000;-14.40000000
-594.20558400;284.38026000;6.00000000;6.00000000;-14.30000000
-596.03013020;291.05139000;6.00000000;6.00000000;-14.20000000
-597.85468360;297.72251000;6.00000000;6.00000000;-14.30000000
-599.67924450;304.39348000;6.00000000;6.00000000;-14.30000000
-601.50381190;311.06460000;6.00000000;6.00000000;-14.40000000
-603.32864680;317.73571000;6.00000000;6.00000000;-14.40000000
-605.15213430;324.40667000;6.00000000;6.00000000;-14.50000000
-606.97755700;331.07778000;6.00000000;6.00000000;-14.50000000
-608.80215270;337.74889000;6.00000000;6.00000000;-14.50000000
-610.62650170;344.41984000;6.00000000;6.00000000;-14.60000000
-612.45136560;351.09094000;6.00000000;6.00000000;-14.60000000
-614.27613430;357.76204000;6.00000000;6.00000000;-14.70000000
-616.10060680;364.43298000;6.00000000;6.00000000;-14.70000000
-616.82197210;371.35723000;6.00000000;6.00000000;-14.80000000
-618.76513430;377.93858000;6.00000000;6.00000000;-14.70000000
-620.82372530;384.48976000;6.00000000;6.00000000;-14.60000000
-622.88251940;391.04093000;6.00000000;6.00000000;-14.60000000
-624.94132030;397.59210000;6.00000000;6.00000000;-14.40000000
-627.04521970;404.11780000;6.00000000;6.00000000;-14.30000000
-628.83913430;410.79695000;6.00000000;6.00000000;-14.20000000
-630.51133760;417.53713000;6.00000000;6.00000000;-14.00000000
-632.18398270;424.27730000;6.00000000;6.00000000;-14.00000000
-632.95898650;427.18664000;6.00000000;6.00000000;-14.00000000
-633.73513430;430.09599000;6.00000000;6.00000000;-14.00000000
-634.51034350;433.00533000;6.00000000;6.00000000;-14.00000000
-635.28579980;435.91468000;6.00000000;6.00000000;-14.00000000
-636.06125750;438.82402000;6.00000000;6.00000000;-14.00000000
-636.83671650;441.73336000;6.00000000;6.00000000;-14.00000000
-637.61217680;444.64270000;6.00000000;6.00000000;-14.00000000
-638.38763900;447.55189000;6.00000000;6.00000000;-14.00000000
-639.16313430;450.46123000;6.00000000;6.00000000;-14.00000000
-639.93856650;453.37057000;6.00000000;6.00000000;-14.00000000
-640.71403220;456.27991000;6.00000000;6.00000000;-14.00000000
-641.48949920;459.18925000;6.00000000;6.00000000;-14.00000000
-642.26496760;462.09859000;6.00000000;6.00000000;-13.90000000
-643.04043740;465.00792000;6.00000000;6.00000000;-13.80000000
-643.81534730;467.91726000;6.00000000;6.00000000;-13.80000000
-644.59138100;470.82660000;6.00000000;6.00000000;-13.70000000
-645.36685470;473.73594000;6.00000000;6.00000000;-13.60000000
-646.14232990;476.64527000;6.00000000;6.00000000;-13.60000000
-646.91780690;479.55445000;6.00000000;6.00000000;-13.50000000
-647.69354850;482.46379000;6.00000000;6.00000000;-13.40000000
-648.46876390;485.37312000;6.00000000;6.00000000;-13.40000000
-649.24424440;488.28246000;6.00000000;6.00000000;-13.30000000
-650.01972620;491.19179000;6.00000000;6.00000000;-13.20000000
-650.79520940;494.10112000;6.00000000;6.00000000;-13.20000000
-651.57069400;497.01046000;6.00000000;6.00000000;-13.10000000
-652.34679640;499.91979000;6.00000000;6.00000000;-13.00000000
-653.12166760;502.82897000;6.00000000;6.00000000;-13.00000000
-653.89715620;505.73830000;6.00000000;6.00000000;-13.00000000
-654.67264610;508.64763000;6.00000000;6.00000000;-12.90000000
-655.44813740;511.55696000;6.00000000;6.00000000;-12.90000000
-656.22363000;514.46629000;6.00000000;6.00000000;-12.90000000
-656.99912400;517.37562000;6.00000000;6.00000000;-12.90000000
-657.77461930;520.28494000;6.00000000;6.00000000;-12.90000000
-658.55011640;523.19412000;6.00000000;6.00000000;-12.90000000
-659.32561440;526.10345000;6.00000000;6.00000000;-12.90000000
-660.10111380;529.01277000;6.00000000;6.00000000;-12.80000000
-660.87661450;531.92210000;6.00000000;6.00000000;-12.80000000
-661.65213430;534.83143000;6.00000000;6.00000000;-12.80000000
-662.42761990;537.74075000;6.00000000;6.00000000;-12.80000000
-663.20313430;540.65008000;6.00000000;6.00000000;-12.90000000
-663.97863120;543.55925000;6.00000000;6.00000000;-12.90000000
-664.75413860;546.46857000;6.00000000;6.00000000;-12.80000000
-665.53013420;549.37790000;6.00000000;6.00000000;-12.80000000
-666.30515740;552.28722000;6.00000000;6.00000000;-12.70000000
-667.08066880;555.19654000;6.00000000;6.00000000;-12.70000000
-667.85618210;558.10571000;6.00000000;6.00000000;-12.60000000
-668.63169630;561.01503000;6.00000000;6.00000000;-12.60000000
-669.40690310;563.92435000;6.00000000;6.00000000;-12.50000000
-670.18272860;566.83367000;6.00000000;6.00000000;-12.50000000
-670.95824670;569.74299000;6.00000000;6.00000000;-12.40000000
-671.73376670;572.65216000;6.00000000;6.00000000;-12.30000000
-672.50928760;575.56148000;6.00000000;6.00000000;-12.30000000
-673.28513430;578.47080000;6.00000000;6.00000000;-12.20000000
-674.06033330;581.38011000;6.00000000;6.00000000;-12.20000000
-674.83585820;584.28943000;6.00000000;6.00000000;-12.10000000
-675.61138500;587.19859000;6.00000000;6.00000000;-12.10000000
-676.38691250;590.10791000;6.00000000;6.00000000;-12.10000000
-677.16244150;593.01723000;6.00000000;6.00000000;-12.00000000
-677.93866780;595.92655000;6.00000000;6.00000000;-12.00000000
-678.71350330;598.83586000;6.00000000;6.00000000;-11.90000000
-679.48903680;601.74502000;6.00000000;6.00000000;-11.90000000
-680.26457110;604.65433000;6.00000000;6.00000000;-11.80000000
-681.04013430;607.56365000;6.00000000;6.00000000;-11.80000000
-681.81513430;610.47296000;6.00000000;6.00000000;-11.70000000
-682.59118260;613.38212000;6.00000000;6.00000000;-11.70000000
-683.33340340;616.30645000;6.00000000;6.00000000;-11.60000000
-684.06080050;619.23736000;6.00000000;6.00000000;-11.60000000
-684.78813430;622.16812000;6.00000000;6.00000000;-11.50000000
-685.51559930;625.09903000;6.00000000;6.00000000;-11.50000000
-686.24300050;628.02995000;6.00000000;6.00000000;-11.40000000
-686.97040310;630.96086000;6.00000000;6.00000000;-11.40000000
-687.69780710;633.89177000;6.00000000;6.00000000;-11.40000000
-688.42521290;636.82253000;6.00000000;6.00000000;-11.40000000
-689.15261970;639.75344000;6.00000000;6.00000000;-11.30000000
-689.88002780;642.68435000;6.00000000;6.00000000;-11.30000000
-690.63934300;645.59916000;6.00000000;6.00000000;-11.30000000
-691.57697490;648.42396000;6.00000000;6.00000000;-11.30000000
-692.42493570;651.29523000;6.00000000;6.00000000;-11.30000000
-693.18706670;654.21067000;6.00000000;6.00000000;-11.20000000
-693.94919900;657.12610000;6.00000000;6.00000000;-11.20000000
-694.71133270;660.04154000;6.00000000;6.00000000;-11.20000000
-695.47346780;662.95697000;6.00000000;6.00000000;-11.10000000
-696.23560420;665.87240000;6.00000000;6.00000000;-11.10000000
-696.99813430;668.78784000;6.00000000;6.00000000;-11.10000000
-697.75988110;671.70327000;6.00000000;6.00000000;-11.00000000
-698.52202150;674.61870000;6.00000000;6.00000000;-11.00000000
-699.28416340;677.53413000;6.00000000;6.00000000;-11.00000000
-700.05713430;680.44450000;6.00000000;6.00000000;-10.90000000
-700.84440860;683.34829000;6.00000000;6.00000000;-10.90000000
-701.63145190;686.25222000;6.00000000;6.00000000;-10.90000000
-702.41849710;689.15601000;6.00000000;6.00000000;-10.90000000
-703.20478020;692.05994000;6.00000000;6.00000000;-10.90000000
-703.99259100;694.96372000;6.00000000;6.00000000;-10.90000000
-704.77963970;697.86766000;6.00000000;6.00000000;-10.90000000
-705.56668970;700.77159000;6.00000000;6.00000000;-10.90000000
-706.35374160;703.67537000;6.00000000;6.00000000;-10.90000000
-707.14089310;706.57930000;6.00000000;6.00000000;-10.90000000
-707.92784890;709.48308000;6.00000000;6.00000000;-10.90000000
-708.71490430;712.38701000;6.00000000;6.00000000;-10.90000000
-708.53790480;715.23762000;6.00000000;6.00000000;-10.90000000
-706.97915110;717.54367000;6.00000000;6.00000000;-10.90000000
-705.42039800;719.84973000;6.00000000;6.00000000;-10.80000000
-703.86107450;722.15578000;6.00000000;6.00000000;-10.70000000
-702.30286760;724.46199000;6.00000000;6.00000000;-10.60000000
-700.74414190;726.76805000;6.00000000;6.00000000;-10.60000000
-699.18539130;729.07410000;6.00000000;6.00000000;-10.50000000
-697.62664130;731.38016000;6.00000000;6.00000000;-10.40000000
-696.06789140;733.68638000;6.00000000;6.00000000;-10.40000000
-694.50914270;735.99243000;6.00000000;6.00000000;-10.30000000
-692.79109130;737.61041000;6.00000000;6.00000000;-10.30000000
-690.52261350;736.85104000;6.00000000;6.00000000;-10.20000000
-688.24312290;736.17668000;6.00000000;6.00000000;-10.20000000
-685.91059090;735.91144000;6.00000000;6.00000000;-10.20000000
-683.57805790;735.64636000;6.00000000;6.00000000;-10.20000000
-681.24552480;735.38112000;6.00000000;6.00000000;-10.20000000
-678.91299050;735.11604000;6.00000000;6.00000000;-10.10000000
-676.58045620;734.85080000;6.00000000;6.00000000;-10.10000000
-674.44167480;734.16656000;6.00000000;6.00000000;-10.10000000
-673.19114600;731.56112000;6.00000000;6.00000000;-10.10000000
-671.94061820;728.95569000;6.00000000;6.00000000;-10.10000000
-670.69009140;726.35026000;6.00000000;6.00000000;-10.00000000
-669.43956600;723.74467000;6.00000000;6.00000000;-10.00000000
-668.18904110;721.13923000;6.00000000;6.00000000;-10.00000000
-666.93851710;718.53380000;6.00000000;6.00000000;-10.00000000
-665.68799410;715.92836000;6.00000000;6.00000000;-10.00000000
-664.43747210;713.32292000;6.00000000;6.00000000;-10.00000000
-663.18713430;710.71748000;6.00000000;6.00000000;-10.00000000
-661.93643090;708.11204000;6.00000000;6.00000000;-10.00000000
-660.68591170;705.50660000;6.00000000;6.00000000;-10.10000000
-659.43539350;702.90116000;6.00000000;6.00000000;-10.10000000
-658.18487680;700.29557000;6.00000000;6.00000000;-10.20000000
-656.93436050;697.69012000;6.00000000;6.00000000;-10.20000000
-655.68384520;695.08468000;6.00000000;6.00000000;-10.20000000
-654.43333080;692.47924000;6.00000000;6.00000000;-10.30000000
-653.18313430;689.87379000;6.00000000;6.00000000;-10.30000000
-651.93230500;687.26835000;6.00000000;6.00000000;-10.30000000
-650.68179350;684.66290000;6.00000000;6.00000000;-10.40000000
-649.43128350;682.05730000;6.00000000;6.00000000;-10.40000000
-648.18077390;679.45185000;6.00000000;6.00000000;-10.40000000
-646.93026530;676.84641000;6.00000000;6.00000000;-10.40000000
-645.67975770;674.24096000;6.00000000;6.00000000;-10.40000000
-644.42925100;671.63551000;6.00000000;6.00000000;-10.40000000
-643.17828780;669.03006000;6.00000000;6.00000000;-10.40000000
-641.92824100;666.42445000;6.00000000;6.00000000;-10.40000000
-640.67773720;663.81900000;6.00000000;6.00000000;-10.40000000
-639.42723440;661.21355000;6.00000000;6.00000000;-10.30000000
-638.17673250;658.60810000;6.00000000;6.00000000;-10.30000000
-636.92623160;656.00264000;6.00000000;6.00000000;-10.30000000
-635.64723050;653.42210000;6.00000000;6.00000000;-10.30000000
-634.30982270;650.89275000;6.00000000;6.00000000;-10.20000000
-632.97282270;648.36341000;6.00000000;6.00000000;-10.20000000
-631.63513430;645.83406000;6.00000000;6.00000000;-10.20000000
-630.29760430;643.30472000;6.00000000;6.00000000;-10.10000000
-628.96019990;640.77537000;6.00000000;6.00000000;-10.10000000
-627.62234470;638.24617000;6.00000000;6.00000000;-10.10000000
-626.28539330;635.71683000;6.00000000;6.00000000;-10.00000000
-624.94799150;633.18748000;6.00000000;6.00000000;-10.00000000
-623.61059060;630.65813000;6.00000000;6.00000000;-10.00000000
-622.27319060;628.12877000;6.00000000;6.00000000;-10.00000000
-621.31013430;625.32254000;6.00000000;6.00000000;-10.00000000
-620.26960010;622.57146000;6.00000000;6.00000000;-10.00000000
-618.98381460;619.99597000;6.00000000;6.00000000;-10.10000000
-617.69802940;617.42064000;6.00000000;6.00000000;-10.10000000
-616.41288680;614.84516000;6.00000000;6.00000000;-10.20000000
-614.78382130;612.66827000;6.00000000;6.00000000;-10.20000000
-613.00458180;610.66668000;6.00000000;6.00000000;-10.20000000
-611.22534220;608.66525000;6.00000000;6.00000000;-10.30000000
-609.44613430;606.66381000;6.00000000;6.00000000;-10.30000000
-607.66713430;604.66221000;6.00000000;6.00000000;-10.30000000
-605.88745250;602.66077000;6.00000000;6.00000000;-10.30000000
-604.10838740;600.65933000;6.00000000;6.00000000;-10.30000000
-601.92813060;599.86673000;6.00000000;6.00000000;-10.30000000
-599.60213430;599.51242000;6.00000000;6.00000000;-10.30000000
-597.27693090;599.15812000;6.00000000;6.00000000;-10.20000000
-594.95133020;598.80381000;6.00000000;6.00000000;-10.20000000
-592.62572950;598.44935000;6.00000000;6.00000000;-10.20000000
-590.29960560;598.09504000;6.00000000;6.00000000;-10.10000000
-587.97413430;597.74074000;6.00000000;6.00000000;-10.10000000
-585.64892220;597.38643000;6.00000000;6.00000000;-10.10000000
-583.32331910;597.03197000;6.00000000;6.00000000;-10.00000000
-580.99771500;596.67767000;6.00000000;6.00000000;-10.00000000
-578.67213430;596.32336000;6.00000000;6.00000000;-10.00000000
-576.34650550;595.96890000;6.00000000;6.00000000;-10.00000000
-574.02089960;595.61459000;6.00000000;6.00000000;-10.00000000
-571.69850940;595.22804000;6.00000000;6.00000000;-9.90000000
-569.38140120;594.78856000;6.00000000;6.00000000;-9.90000000
-567.06429250;594.34909000;6.00000000;6.00000000;-9.90000000
-564.74718320;593.90961000;6.00000000;6.00000000;-9.90000000
-562.43007280;593.47029000;6.00000000;6.00000000;-9.90000000
-560.11296240;593.03082000;6.00000000;6.00000000;-9.90000000
-557.79585140;592.59134000;6.00000000;6.00000000;-9.90000000
-555.47873980;592.15187000;6.00000000;6.00000000;-9.90000000
-553.16162770;591.71239000;6.00000000;6.00000000;-9.90000000
-550.84394890;591.27292000;6.00000000;6.00000000;-9.90000000
-548.52740180;590.83344000;6.00000000;6.00000000;-9.90000000
-546.21239690;590.37561000;6.00000000;6.00000000;-9.90000000
-543.89849760;589.90790000;6.00000000;6.00000000;-9.90000000
-541.58459720;589.44034000;6.00000000;6.00000000;-9.90000000
-539.27069670;588.97263000;6.00000000;6.00000000;-9.90000000
-536.95679520;588.50507000;6.00000000;6.00000000;-9.90000000
-534.64289320;588.03752000;6.00000000;6.00000000;-9.80000000
-532.32899110;587.56981000;6.00000000;6.00000000;-9.80000000
-530.01508790;587.10225000;6.00000000;6.00000000;-9.70000000
-527.70118470;586.63454000;6.00000000;6.00000000;-9.70000000
-525.38728040;586.16698000;6.00000000;6.00000000;-9.70000000
-523.07337610;585.69927000;6.00000000;6.00000000;-9.60000000
-520.75947070;585.23171000;6.00000000;6.00000000;-9.60000000
-518.44590490;584.76415000;6.00000000;6.00000000;-9.50000000
-516.13231880;584.29644000;6.00000000;6.00000000;-9.50000000
-513.81775180;583.82888000;6.00000000;6.00000000;-9.40000000
-511.50384470;583.36117000;6.00000000;6.00000000;-9.40000000
-509.18993650;582.89361000;6.00000000;6.00000000;-9.30000000
-506.87602780;582.42605000;6.00000000;6.00000000;-9.30000000
-504.56211910;581.95834000;6.00000000;6.00000000;-9.30000000
-502.24820930;581.49078000;6.00000000;6.00000000;-9.20000000
-499.93429940;581.02306000;6.00000000;6.00000000;-9.20000000
-497.62038850;580.55550000;6.00000000;6.00000000;-9.10000000
-495.30647760;580.08779000;6.00000000;6.00000000;-9.10000000
-492.99172020;579.63304000;6.00000000;6.00000000;-9.00000000
-490.66855650;579.24076000;6.00000000;6.00000000;-9.00000000
-488.34705600;578.84834000;6.00000000;6.00000000;-8.90000000
-486.02499080;578.45607000;6.00000000;6.00000000;-8.90000000
-483.70292500;578.06380000;6.00000000;6.00000000;-8.80000000
-481.38085860;577.67152000;6.00000000;6.00000000;-8.80000000
-479.05879170;577.27925000;6.00000000;6.00000000;-8.70000000
-476.73672420;576.88698000;6.00000000;6.00000000;-8.70000000
-474.41465610;576.49471000;6.00000000;6.00000000;-8.60000000
-472.09258790;576.10228000;6.00000000;6.00000000;-8.60000000
-469.77051870;575.71001000;6.00000000;6.00000000;-8.50000000
-467.44844890;575.31774000;6.00000000;6.00000000;-8.40000000
-465.12699350;574.91960000;6.00000000;6.00000000;-8.40000000
-462.80959480;574.48243000;6.00000000;6.00000000;-8.30000000
-460.49219510;574.04542000;6.00000000;6.00000000;-8.30000000
-458.17479480;573.60840000;6.00000000;6.00000000;-8.20000000
-455.85739440;573.17123000;6.00000000;6.00000000;-8.10000000
-453.53999290;572.73421000;6.00000000;6.00000000;-8.10000000
-451.22213430;572.29704000;6.00000000;6.00000000;-8.00000000
-448.90518890;571.86002000;6.00000000;6.00000000;-8.00000000
-446.58778580;571.42301000;6.00000000;6.00000000;-7.90000000
-444.27038260;570.98584000;6.00000000;6.00000000;-7.80000000
-441.95313430;570.54882000;6.00000000;6.00000000;-7.80000000
-439.63503530;570.11164000;6.00000000;6.00000000;-7.70000000
-437.31822100;569.67463000;6.00000000;6.00000000;-7.70000000
-435.00076280;569.23761000;6.00000000;6.00000000;-7.60000000
-432.68335690;568.80044000;6.00000000;6.00000000;-7.60000000
-430.36594980;568.36342000;6.00000000;6.00000000;-7.50000000
-428.04854280;567.92624000;6.00000000;6.00000000;-7.50000000
-425.73113460;567.48922000;6.00000000;6.00000000;-7.40000000
-423.41372590;567.05220000;6.00000000;6.00000000;-7.40000000
-421.09631710;566.61503000;6.00000000;6.00000000;-7.30000000
-418.77890730;566.17801000;6.00000000;6.00000000;-7.30000000
-416.46149740;565.74083000;6.00000000;6.00000000;-7.20000000
-414.14408650;565.30381000;6.00000000;6.00000000;-7.10000000
-411.82667490;564.86679000;6.00000000;6.00000000;-7.10000000
-409.50863900;564.42962000;6.00000000;6.00000000;-7.00000000
-407.19185080;563.99260000;6.00000000;6.00000000;-7.00000000
-404.87443810;563.55542000;6.00000000;6.00000000;-6.90000000
-402.55702430;563.11840000;6.00000000;6.00000000;-6.80000000
-400.23961000;562.68138000;6.00000000;6.00000000;-6.60000000
-397.92219570;562.24420000;6.00000000;6.00000000;-6.50000000
-395.60478020;561.80718000;6.00000000;6.00000000;-6.40000000
-393.28736480;561.37000000;6.00000000;6.00000000;-6.30000000
-390.96994820;560.93298000;6.00000000;6.00000000;-6.20000000
-388.65253110;560.49595000;6.00000000;6.00000000;-6.10000000
-386.33511400;560.05878000;6.00000000;6.00000000;-6.00000000
-384.01735610;559.62175000;6.00000000;6.00000000;-5.90000000
-381.70027740;559.18458000;6.00000000;6.00000000;-5.80000000
-379.38214640;558.74755000;6.00000000;6.00000000;-5.70000000
-377.06543870;558.31037000;6.00000000;6.00000000;-5.60000000
-374.74801820;557.87335000;6.00000000;6.00000000;-5.50000000
-372.53266090;556.96376000;6.00000000;6.00000000;-5.40000000
-370.38613030;555.73599000;6.00000000;6.00000000;-5.30000000
-368.23957300;554.50823000;6.00000000;6.00000000;-5.20000000
-366.09301550;553.28046000;6.00000000;6.00000000;-5.10000000
-363.94645770;552.05269000;6.00000000;6.00000000;-5.00000000
-361.80060630;550.82492000;6.00000000;6.00000000;-4.90000000
-359.65334140;549.59715000;6.00000000;6.00000000;-4.90000000
-357.50622830;548.36938000;6.00000000;6.00000000;-4.80000000
-355.36022410;547.14161000;6.00000000;6.00000000;-4.80000000
-353.21366500;545.91383000;6.00000000;6.00000000;-4.70000000
-351.06710620;544.68591000;6.00000000;6.00000000;-4.70000000
