# x_m,y_m,w_tr_right_m,w_tr_left_m
-53.68491984,132.6218775,2.197480453,2.197480453
-54.19609646,132.4438669,2.197480453,2.197480453
-54.73687623,132.3004783,2.197480453,2.197480453
-55.27664109,132.1573589,2.197480453,2.197480453
-55.93314665,132.0300884,2.197480453,2.197480453
-56.92867305,131.9522489,2.197480453,2.197480453
-59.16378986,131.7774867,2.197480453,2.197480453
-61.51632219,131.5935438,2.197480453,2.197480453
-68.79488425,131.0244382,2.197480453,2.197480453
-79.14155857,130.4960493,2.197480453,2.197480453
-99.11428434,129.4760727,2.197480453,2.197480453
-99.76302388,129.2800065,2.197480453,2.197480453
-100.4151204,129.0829258,2.197480453,2.197480453
-100.8650348,128.7674966,2.197480453,2.197480453
-101.2808834,128.4228293,2.197480453,2.197480453
-101.6330435,128.0556837,2.197480453,2.197480453
-101.9627253,127.6173567,2.197480453,2.197480453
-102.3223782,126.9617395,2.197480453,2.197480453
-102.4010523,126.6395505,2.197480453,2.197480453
-102.4385161,125.2571348,2.197480453,2.197480453
-102.2399578,124.6314886,2.197480453,2.197480453
-101.98895,124.1257268,2.197480453,2.197480453
-101.5805942,123.6237113,2.197480453,2.197480453
-101.1797311,123.2453265,2.197480453,2.197480453
-100.5765632,122.8444634,2.197480453,2.197480453
-99.95466347,122.5822165,2.197480453,2.197480453
-99.41518417,122.4548395,2.197480453,2.197480453
-93.54088498,122.2787958,2.197480453,2.197480453
-87.66470713,122.0206281,2.197480453,2.197480453
-80.82979034,122.4548395,2.197480453,2.197480453
-72.79931219,122.965003,2.197480453,2.197480453
-57.63491346,124.0677232,2.197480453,2.197480453
-57.19516503,124.0484031,2.197480453,2.197480453
-49.21763193,122.965003,2.197480453,2.197480453
-47.14966704,122.965003,2.197480453,2.197480453
-46.15457317,123.1953715,2.197480453,2.197480453
-44.02397561,124.0484031,2.197480453,2.197480453
-41.61888389,125.2213999,2.197480453,2.197480453
-39.81353947,126.1018915,2.197480453,2.197480453
-37.82831518,127.0701131,2.197480453,2.197480453
-37.09626575,127.2866417,2.197480453,2.197480453
-35.81529298,127.6003493,2.197480453,2.197480453
-34.63235385,127.7310608,2.197480453,2.197480453
-33.27295418,127.7310608,2.197480453,2.197480453
-32.35143805,127.6003493,2.197480453,2.197480453
-31.16196334,127.3258551,2.197480453,2.197480453
-30.08359341,126.9337206,2.197480453,2.197480453
-29.10325711,126.4827659,2.197480453,2.197480453
-28.35820152,125.972991,2.197480453,2.197480453
-27.83722342,125.6165323,2.197480453,2.197480453
-27.18857694,125.0569599,2.197480453,2.197480453
-26.4863044,124.4511255,2.197480453,2.197480453
-26.0855742,123.8416143,2.197480453,2.197480453
-25.68863398,123.2378676,2.197480453,2.197480453
-25.22349507,122.5303907,2.197480453,2.197480453
-24.90086756,121.8398686,2.197480453,2.197480453
-24.54332021,121.0746073,2.197480453,2.197480453
-24.3391532,120.3079203,2.197480453,2.197480453
-24.09519998,119.3918284,2.197480453,2.197480453
-23.97148562,118.4593694,2.197480453,2.197480453
-23.84056806,117.9677485,2.197480453,2.197480453
-23.55344382,117.3574283,2.197480453,2.197480453
-23.14583823,116.7109603,2.197480453,2.197480453
-22.89521071,116.3134616,2.197480453,2.197480453
-22.47999604,115.6549255,2.197480453,2.197480453
-22.19522635,115.2733683,2.197480453,2.197480453
-21.91171053,114.973175,2.197480453,2.197480453
-21.64909995,114.6951168,2.197480453,2.197480453
-21.37252171,114.4022692,2.197480453,2.197480453
-21.0711695,114.1626533,2.197480453,2.197480453
-20.7131961,113.8780159,2.197480453,2.197480453
-20.28133754,113.5346298,2.197480453,2.197480453
-19.76195649,113.1216513,2.197480453,2.197480453
-19.40021533,112.834018,2.197480453,2.197480453
-18.81638483,112.4749003,2.197480453,2.197480453
-18.26936606,112.0846491,2.197480453,2.197480453
-17.81451224,111.7601497,2.197480453,2.197480453
-17.43668718,111.4906038,2.197480453,2.197480453
-17.09989022,111.2503279,2.197480453,2.197480453
-16.86536696,111.0830156,2.197480453,2.197480453
-16.5686546,110.8713367,2.197480453,2.197480453
-16.18325471,110.5963867,2.197480453,2.197480453
3.992130443,96.12715356,2.197480453,2.197480453
22.97078481,82.51618289,2.197480453,2.197480453
23.23563983,82.32623613,2.197480453,2.197480453
23.71634662,81.90389999,2.197480453,2.197480453
24.05217277,81.50701454,2.197480453,2.197480453
24.2453307,81.27873698,2.197480453,2.197480453
24.51011751,80.82925632,2.197480453,2.197480453
24.76544647,80.39583054,2.197480453,2.197480453
24.90700295,79.87062533,2.197480453,2.197480453
25.04904703,79.34361105,2.197480453,2.197480453
25.04904703,78.89367654,2.197480453,2.197480453
25.04904703,77.91672776,2.197480453,2.197480453
24.97802499,77.22065175,2.197480453,2.197480453
24.83622471,76.65280026,2.197480453,2.197480453
24.5894946,76.12769029,2.197480453,2.197480453
24.2841981,75.60868625,2.197480453,2.197480453
23.89952452,75.13242372,2.197480453,2.197480453
