Distance_m,Time_s,Velocity_ms,VLIM_ms,SteerAngle_deg,Throttle_0to1,Brake_0to1,Lean_deg
0,0,5.88270103391314,79.8940632830233,-0,1,0,0
3.43876396927803,1.1495690490918,8.32765872935219,79.3237662875421,0,1,0,-0
6.89373242902419,1.63582956850208,10.2006647783462,78.75440975062,0,1,0,-0
10.3505951915053,2.00897317872076,11.7635540610071,78.1747306645819,-0,1,0,0
13.7825057786686,2.32147330561026,13.1363614645432,77.5958424383839,-0,1,0,0
17.207447170362,2.59656993300074,14.3829847261316,77.015000856204,0,1,0,-0
20.652069995211,2.84691184163346,15.5292964159649,76.4276139772,0,1,0,-0
24.1021368191592,3.07759079303532,16.5918001593705,75.8360030881943,-0,1,0,0
27.5392722748235,3.29160188369674,17.587380541071,75.2435091723352,0,1,0,-0
30.9724646640494,3.49249566282595,18.5275803083961,74.6483276095143,0,1,0,-0
34.4124771202565,3.68299912041217,19.4205019791265,74.0479730310737,0,1,0,-0
37.8539443836109,3.86437678462609,20.2713491041294,73.4436429532163,0,1,0,-0
41.2886964581035,4.03744767856289,21.0861425466129,72.8369424375318,0,1,0,-0
44.723643958056,4.20355772841601,21.8721571879856,72.2263681428105,0,1,0,-0
48.1723314554183,4.36411750469527,22.6304491924995,71.6094549022106,0,1,0,-0
51.6252897429031,4.51929755226206,23.3617759881876,70.9877956139507,0,1,0,-0
55.0694330621621,4.66906822788074,24.0688976779948,70.3639052055415,0,1,0,-0
58.5096165692081,4.81412977734377,24.7520516857987,69.7365835905219,0,1,0,-0
61.9455534736501,4.95488643813047,25.4148401168473,69.1051425053317,0,1,0,-0
65.3793031245732,5.09177949757818,26.0614343571248,68.4695484333901,0,1,0,-0
68.8177719540546,5.22537381319711,26.691693386399,67.8288996041355,0.0237168016152241,1,0,-3.06375312963144
72.258148752827,5.35580690582809,27.3053647078509,67.1832628005051,0.0243777068714459,1,0,-3.17252742635279
75.6974923499185,5.48319694219223,27.9042140012982,66.5326949998282,0.0257716250882293,1,0,-3.33184770122857
79.1365356118931,5.60777834065179,28.4892164630349,65.8771348090164,0.0272134953853608,1,0,-3.50168231924225
82.5754403083782,5.72973952188052,29.0612266600017,65.2164016480564,0.028522040674163,1,0,-3.66994696081892
86.0140598586679,5.84923884677497,29.6206528844411,64.5503798388962,0.0299722708494409,1,0,-3.85630936025329
89.4520979858545,5.96641430720251,30.1683612655021,63.8788199034646,0.0314467121349785,1,0,-4.05373782935058
92.8899582473633,6.08141403785159,30.7055860250677,63.2015091580828,0.0323135921074517,1,0,-4.21354098705672
96.3272534025716,6.19434560572909,31.2326076872482,62.5186606197175,0.0345526907943147,1,0,-4.49183360303904
99.7656677314578,6.30537287736238,31.7497912966442,61.8294863422224,0.0387058574064637,1,0,-4.94555735579379
103.212049644592,6.41481240233239,32.2567273133374,61.1317761673861,0.0373678414892724,1,0,-4.9458301873102
106.658659142535,6.52250797999517,32.7528344173857,60.4269639767258,0.0330243671293779,1,0,-4.66736776127038
110.088693618312,6.62803197937191,33.2402987517283,59.7190165010675,0.0379336650524485,1,0,-5.21717860092634
113.512658238116,6.73179927925232,33.7227308769531,59.0156816037911,0.0431042757502326,1,0,-5.81631008493687
116.945862407139,6.83433956717121,34.198169019356,58.325327505596,0.0437551497481771,1,0,-5.99815139365689
120.382171916062,6.93552519675413,34.6642885883742,57.5963531131558,0.0453250200083575,1,0,-6.27511109276875
123.816377809496,7.03526621712246,35.1222049155199,56.8591105335747,0.0471160514466017,1,0,-6.58313305294884
127.250353104967,7.1336799680664,35.5727276101606,56.1131670091607,0.0481297525273286,1,0,-6.81846929369088
130.683125835292,7.2307950683341,36.0167435168533,55.3587780077408,0.050335492097569,1,0,-7.19139806329629
134.118058558355,7.32675702109021,36.4570467463531,54.5949523010737,0.053508388535694,1,0,-7.68726765887291
137.568211700739,7.42196807959438,36.8913142937212,53.8189451380255,0.0529161956479121,1,0,-7.76735110850834
141.019757007392,7.5160818473108,37.3142517181148,53.0329073638738,0.0506386923970098,1,0,-7.64423448685626
144.44287855001,7.60834235353947,37.7264061474249,52.2430866789413,0.0560414714791202,1,0,-8.4369912462043
147.8545936062,7.69927212823047,38.1317917557841,51.445359749455,0.0604891058814387,1,0,-9.13995146451619
151.277507565671,7.78951719215458,38.5294612899881,50.6346031002646,0.0618743969910548,1,0,-9.47736640032671
154.706193701537,7.87896749461231,38.9191730177864,49.8110649303326,0.0642199045294944,1,0,-9.94668117112531
158.142680676807,7.96770984639126,39.3007037518198,48.9730013711987,0.0656780742665813,1,0,-10.3108407917469
161.582880910195,8.05567214895334,39.6730945926216,48.1206304963178,0.0672302149910516,1,0,-10.6957072061085
165.017093016289,8.14264307293284,40.0370801207117,47.2556966752265,0.069318110011524,1,0,-11.1623335745335
168.44893853878,8.22875116477514,40.3947724926813,46.3769451771726,0.071807677768858,1,0,-11.6956048178623
171.883215597084,8.31414711045383,40.7454554683688,45.4834526737653,0.103588189543719,1,0,-14.244983899778
175.315935197471,8.39875913796831,41.0874857362365,44.5749032542102,0.135948238421752,1,0,-16.763360225719
178.736348212178,8.4823541539694,41.422142035182,43.6524885325418,0.165630655900293,1,0,-19.2587507941291
182.153992358374,8.56519646555186,41.7490007274003,42.712649973568,0.189878952659904,0.991923264676158,0,-21.7457923027396
185.58794524561,8.64777205062078,40.7657441993222,41.7493406455477,0.216130660735519,0,0.995359853289483,-24.2201186504175
189.031300328577,8.73123240879132,39.7815582009384,40.7647023934764,0.240882021451019,0,0.972981030906765,-26.7572661794371
192.478923900709,8.81683735071724,38.7661856435002,39.7805137960307,0.264177789331503,0,0.980691323096607,-29.3593455204157
195.929416258929,8.90469454913795,37.7129013234649,38.7651064718487,0.289633516378099,0,0.994621674646318,-32.0246243753944
199.373506088389,8.99476073496853,36.6499822582707,37.7117829785145,0.306229332371033,0,0.977273939571941,-34.7641110971546
202.817305835545,9.08738220367129,35.5820866978286,36.6488531809235,0.317764087525984,0,0.953125640811354,-37.588390361134
206.267631999454,9.18291667232967,34.5113686205587,35.5809496156864,0.327870953601639,0,0.926391005221158,-40.5042748819417
209.726073860128,9.2815975504506,33.4256392059849,34.510225277675,0.339409751010548,0,0.910046192404167,-42.1385910529358
213.196246749391,9.38375609408628,32.2760696067515,33.4244750614061,0.360575737839636,0,0.931149173728625,-41.9394773705606
216.681001428561,9.48983414721889,31.0415635608869,32.2748299149916,0.382676669417704,0,0.962154269039458,-41.332974767096
220.183183886494,9.60045680579683,29.748616182382,31.0402228762723,0.405689607229807,0,0.963567979922715,-40.2462940738005
223.706585169191,9.7163768868881,28.4030834153244,29.7472009527188,0.430743587951717,0,0.956417681093837,-38.9332036870973
227.25255092224,9.83833259162519,26.9816282802753,28.4015983449074,0.461282168987439,0,0.958506990872532,-37.7517899959231
230.819349824877,9.96713343913131,25.5015194348507,26.9800460890745,0.502118479593164,0,0.945232258730713,-36.9180760230256
234.397438640917,10.1034853529099,24.0301206028742,25.4998624181188,0.586991801773573,0,0.894821202032714,-39.0135631304423
237.944083612317,10.2466926026072,22.6604530478996,24.0284852943396,0.823627945319519,0,0.82160921660822,-43.2484549090469
241.339538359567,10.3921375814008,21.4499500919915,22.658996322218,1.14094680099058,0,0.733663030388068,-47.088279386113
244.501847096182,10.5355191200635,20.461972210449,21.4487534719437,1.42777187743378,0,0.606929143701813,-50.1023491549691
247.457710773229,10.6765703300614,19.7110495793662,20.4610630021262,1.64839850005012,0,0.455957263199284,-52.2004026579794
250.28832207952,10.8174913352623,19.5765750695632,19.7103911291576,1.75706306777093,0,0.0666159762012634,-53.5166676887064
253.073105480747,10.9592552329839,19.5453751842369,19.5764608445618,1.7896666972098,0,0,-54.2472650441396
255.849509689566,11.1011911124995,19.512314660063,19.7674416216518,1.77816652985755,0,0,-54.6293302370945
258.641366547561,11.2441517878043,19.8238198708813,20.5758597079583,1.65959410351391,0.464744292999311,0,-54.828560591362
261.558226731114,11.3924561506166,20.5731277882136,22.0915113734903,1.3547881393097,1,0,-54.9272199204567
264.711848707838,11.5485878466713,21.3460209802987,24.4169233243813,0.962233824269097,1,0,-54.8838540674576
268.090374669036,11.7097803355672,22.1204941709937,27.5807912026308,0.664538769022395,1,0,-54.8143603802788
271.615075030872,11.8719603653933,22.8702929316931,31.3937178473637,0.456157914368866,1,0,-54.7065882285496
275.166587951126,12.0298377064653,23.5877904025619,35.3345568063687,0.381395060193733,1,0,-54.5434417308981
278.695032846074,12.1817357031847,24.2821542175297,38.7247700363933,0.364246976975389,1,0,-54.3001410808972
